,user_id,plan,start_date,end_date,status
S514,U32438,Standard,6/16/2023,9/21/2024,Expired
S515,U22737,Basic,7/9/2024,12/8/2024,Expired
S516,U18486,Basic,9/12/2022,10/4/2022,Cancelled
S517,U29864,Premium,4/4/2021,,Active
S518,U9563,Basic,9/30/2021,1/1/2023,Expired
S519,U48558,Standard,7/26/2020,12/14/2025,Cancelled
S520,U16809,Standard,12/29/2020,7/8/2022,Cancelled
S521,U10174,Standard,7/23/2025,10/26/2025,Cancelled
S522,U31078,Basic,4/11/2024,8/29/2025,Cancelled
S523,U43974,Premium,11/30/2020,,Active
S524,U35102,Standard,2/8/2025,,Active
S525,U41533,Premium,3/9/2020,,Active
S526,U23825,Standard,4/16/2020,2/9/2021,Cancelled
S527,U21549,Standard,5/21/2022,,Active
S528,U15498,Basic,12/14/2021,9/22/2022,Expired
S529,U37744,Basic,9/4/2021,,Active
S530,U36328,Basic,2/3/2022,,Active
S531,U49695,Standard,2/8/2021,7/30/2025,Expired
S532,U18221,Standard,6/5/2021,,Active
S533,U34890,Standard,4/26/2023,11/7/2024,Cancelled
S534,U29405,Basic,9/6/2023,,Active
S535,U48856,Standard,4/26/2020,5/14/2025,Cancelled
S536,U34145,Basic,3/18/2020,,Active
S537,U46107,Premium,11/28/2021,4/26/2022,Cancelled
S538,U28944,Basic,5/15/2022,6/5/2025,Cancelled
S539,U17053,Standard,9/4/2021,,Active
S540,U5134,Basic,12/10/2025,12/22/2025,Expired
S541,U10566,Standard,12/14/2025,1/8/2026,Cancelled
S542,U45857,Standard,1/20/2022,11/12/2023,Cancelled
S543,U4207,Standard,9/22/2023,,Active
S544,U19303,Standard,4/13/2021,,Active
S545,U36972,Standard,8/7/2021,,Active
S546,U4094,Basic,12/10/2024,1/29/2025,Cancelled
S547,U11682,Premium,9/21/2025,10/13/2025,Cancelled
S548,U12306,Basic,12/20/2023,,Active
S549,U7834,Premium,3/11/2023,1/20/2025,Cancelled
S550,U39693,Basic,1/23/2025,,Active
S551,U280,Premium,6/17/2023,,Active
S552,U26658,Standard,1/1/2023,5/7/2024,Expired
S553,U20990,Premium,8/9/2020,11/28/2024,Expired
S554,U12829,Basic,11/29/2022,3/20/2023,Expired
S555,U15370,Premium,7/19/2021,,Active
S556,U13831,Premium,2/21/2022,6/27/2023,Expired
S557,U44506,Premium,10/29/2021,8/18/2025,Cancelled
S558,U28811,Basic,7/23/2024,,Active
S559,U45721,Premium,12/11/2024,9/23/2025,Expired
S560,U733,Basic,10/1/2024,2/22/2025,Expired
S561,U1981,Basic,10/17/2025,,Active
S562,U2749,Premium,12/29/2025,1/9/2026,Expired
S563,U21837,Basic,12/25/2022,,Active
S564,U43033,Standard,2/3/2025,5/19/2025,Cancelled
S565,U48005,Premium,10/30/2020,6/6/2022,Expired
S566,U4654,Basic,2/3/2021,10/28/2022,Cancelled
S567,U37827,Standard,4/1/2024,3/9/2025,Cancelled
S568,U37295,Basic,6/30/2021,7/11/2025,Expired
S569,U5203,Standard,2/26/2024,2/29/2024,Cancelled
S570,U18379,Basic,4/11/2023,,Active
S571,U27360,Basic,12/21/2021,4/2/2022,Cancelled
S572,U23939,Standard,2/18/2024,10/20/2024,Expired
S573,U756,Standard,7/21/2022,,Active
S574,U29259,Standard,6/25/2021,,Active
S575,U11413,Basic,9/20/2024,,Active
S576,U42659,Premium,6/11/2025,,Active
S577,U7641,Standard,3/27/2021,6/30/2024,Expired
S578,U26716,Standard,3/19/2021,,Active
S579,U24894,Basic,3/26/2025,,Active
S580,U49386,Basic,2/24/2020,5/4/2025,Expired
S581,U25272,Basic,9/22/2025,,Active
S582,U6631,Basic,7/31/2021,1/4/2023,Cancelled
S583,U21111,Standard,2/24/2025,1/6/2026,Cancelled
S584,U38928,Standard,4/26/2024,10/4/2024,Cancelled
S585,U44712,Basic,3/6/2022,,Active
S586,U19168,Basic,4/9/2023,,Active
S587,U19752,Standard,9/30/2025,,Active
S588,U17230,Basic,3/28/2023,5/24/2024,Expired
S589,U35788,Basic,9/20/2022,,Active
S590,U41644,Premium,9/26/2021,1/27/2024,Cancelled
S591,U22664,Basic,9/17/2025,9/19/2025,Cancelled
S592,U15906,Standard,3/25/2023,,Active
S593,U7665,Standard,7/26/2024,9/15/2025,Cancelled
S594,U5751,Standard,3/20/2020,,Active
S595,U6325,Premium,4/29/2025,8/8/2025,Expired
S596,U4045,Basic,1/28/2020,,Active
S597,U34024,Standard,10/23/2020,12/2/2025,Cancelled
S598,U31008,Premium,9/26/2020,6/12/2024,Cancelled
S599,U18269,Standard,5/7/2025,1/5/2026,Cancelled
S600,U23329,Basic,10/13/2024,2/18/2025,Expired
S601,U37240,Standard,9/13/2021,1/18/2024,Cancelled
S602,U18212,Basic,10/24/2022,12/23/2024,Cancelled
S603,U33811,Basic,7/31/2020,,Active
S604,U18337,Basic,7/3/2021,11/5/2022,Cancelled
S605,U2151,Basic,6/23/2024,,Active
S606,U44445,Basic,9/20/2023,4/1/2024,Expired
S607,U23572,Premium,10/29/2022,8/14/2025,Cancelled
S608,U45878,Premium,5/30/2023,11/1/2024,Cancelled
S609,U39740,Basic,12/8/2020,,Active
S610,U28395,Standard,12/23/2023,11/24/2024,Cancelled
S611,U5709,Basic,2/18/2021,,Active
S612,U43014,Basic,6/1/2020,12/30/2021,Expired
S613,U29491,Basic,5/9/2021,11/17/2024,Cancelled
S614,U26209,Premium,3/20/2020,6/21/2021,Cancelled
S615,U47543,Premium,10/17/2024,,Active
S616,U8294,Basic,6/23/2021,,Active
S617,U15189,Basic,6/19/2020,4/20/2023,Expired
S618,U43885,Standard,6/17/2020,9/12/2020,Cancelled
S619,U38537,Standard,7/24/2023,3/23/2025,Expired
S620,U48039,Standard,6/19/2021,10/18/2024,Expired
S621,U22300,Basic,4/3/2022,,Active
S622,U12187,Standard,6/18/2023,,Active
S623,U34905,Basic,5/14/2024,,Active
S624,U18633,Basic,1/8/2025,2/19/2025,Cancelled
S625,U1536,Basic,6/6/2021,10/31/2021,Cancelled
S626,U7419,Standard,4/4/2022,12/14/2023,Cancelled
S627,U2258,Premium,1/11/2023,9/1/2023,Cancelled
S628,U14512,Basic,1/20/2024,12/5/2024,Cancelled
S629,U12500,Basic,12/18/2025,1/7/2026,Cancelled
S630,U28683,Basic,10/6/2021,12/29/2024,Expired
S631,U28692,Standard,12/1/2025,1/6/2026,Cancelled
S632,U28500,Standard,3/16/2020,1/27/2022,Cancelled
S633,U4442,Basic,9/28/2021,,Active
S634,U45749,Premium,1/3/2021,10/2/2021,Cancelled
S635,U48734,Standard,1/12/2026,1/12/2026,Expired
S636,U39515,Basic,8/29/2021,,Active
S637,U30554,Premium,11/12/2022,,Active
S638,U36548,Standard,8/11/2020,,Active
S639,U18268,Standard,11/18/2023,,Active
S640,U6152,Basic,6/1/2020,,Active
S641,U18257,Standard,2/15/2024,6/9/2024,Cancelled
S642,U49566,Basic,11/18/2024,,Active
S643,U48350,Premium,1/7/2025,4/27/2025,Expired
S644,U12271,Basic,7/17/2023,11/8/2023,Expired
S645,U48796,Standard,4/7/2023,9/9/2025,Expired
S646,U33815,Standard,7/25/2025,,Active
S647,U40245,Standard,5/26/2021,12/2/2024,Expired
S648,U41833,Standard,10/1/2020,4/7/2023,Cancelled
S649,U31610,Standard,12/7/2022,12/18/2023,Cancelled
S650,U34941,Basic,9/10/2020,3/30/2021,Cancelled
S651,U28958,Basic,9/8/2021,4/4/2024,Cancelled
S652,U10041,Basic,12/26/2023,,Active
S653,U11104,Basic,4/9/2024,5/25/2025,Expired
S654,U42127,Standard,5/2/2021,,Active
S655,U24854,Standard,6/13/2021,7/21/2023,Cancelled
S656,U37568,Standard,2/21/2020,7/11/2022,Cancelled
S657,U44942,Basic,4/9/2025,8/22/2025,Cancelled
S658,U39492,Basic,5/26/2021,,Active
S659,U31088,Standard,9/12/2020,6/29/2022,Cancelled
S660,U5202,Standard,8/17/2022,8/21/2022,Cancelled
S661,U4847,Premium,3/24/2023,8/3/2023,Cancelled
S662,U48554,Standard,2/6/2025,11/27/2025,Cancelled
S663,U47227,Standard,5/4/2020,11/17/2020,Cancelled
S664,U49675,Standard,12/28/2025,,Active
S665,U22858,Basic,8/11/2022,11/25/2023,Expired
S666,U11192,Premium,10/5/2021,12/3/2022,Cancelled
S667,U1538,Standard,3/6/2025,10/16/2025,Cancelled
S668,U22213,Basic,6/26/2020,,Active
S669,U14015,Premium,8/25/2023,,Active
S670,U28183,Basic,4/12/2021,3/29/2023,Expired
S671,U8971,Standard,7/14/2021,,Active
S672,U19383,Basic,1/19/2024,10/5/2025,Cancelled
S673,U22547,Standard,11/14/2021,5/16/2022,Cancelled
S674,U35148,Basic,3/17/2020,2/18/2021,Cancelled
S675,U6147,Premium,10/7/2023,7/3/2024,Cancelled
S676,U148,Standard,8/30/2023,,Active
S677,U6291,Basic,6/15/2021,,Active
S678,U38116,Premium,3/15/2024,7/11/2024,Expired
S679,U41144,Basic,4/20/2021,,Active
S680,U26348,Standard,11/13/2021,,Active
S681,U25104,Basic,10/15/2020,1/23/2023,Cancelled
S682,U42051,Basic,4/14/2025,7/17/2025,Cancelled
S683,U10513,Standard,3/7/2024,9/8/2024,Expired
S684,U27835,Standard,5/3/2023,10/7/2025,Cancelled
S685,U29611,Premium,6/10/2024,11/11/2024,Cancelled
S686,U32182,Standard,9/12/2023,1/16/2024,Expired
S687,U19302,Standard,6/29/2024,10/22/2025,Cancelled
S688,U9702,Basic,3/4/2024,5/22/2024,Cancelled
S689,U18300,Premium,6/13/2021,8/29/2021,Cancelled
S690,U253,Basic,9/3/2022,10/17/2025,Expired
S691,U41274,Standard,8/28/2025,,Active
S692,U26305,Standard,5/20/2023,8/10/2025,Cancelled
S693,U19855,Basic,5/24/2024,12/3/2024,Expired
S694,U42064,Standard,9/21/2023,6/4/2025,Cancelled
S695,U35094,Standard,7/12/2023,,Active
S696,U531,Premium,4/14/2025,,Active
S697,U48731,Standard,1/25/2022,12/21/2024,Expired
S698,U6867,Premium,8/29/2023,,Active
S699,U9328,Standard,11/20/2020,4/9/2024,Cancelled
S700,U4977,Basic,9/17/2021,3/23/2025,Cancelled
S701,U11774,Basic,8/22/2021,,Active
S702,U22604,Standard,7/9/2023,5/5/2025,Cancelled
S703,U34093,Standard,11/14/2020,8/1/2024,Cancelled
S704,U3623,Basic,10/12/2023,9/25/2024,Cancelled
S705,U21742,Basic,10/22/2024,5/11/2025,Cancelled
S706,U9969,Standard,12/17/2020,2/1/2022,Cancelled
S707,U1374,Basic,5/27/2020,,Active
S708,U1405,Basic,9/21/2024,10/19/2024,Expired
S709,U31522,Basic,6/7/2020,4/24/2025,Expired
S710,U38112,Standard,1/21/2022,,Active
S711,U9669,Standard,11/5/2021,6/16/2024,Cancelled
S712,U49065,Standard,11/4/2023,1/6/2024,Cancelled
S713,U48770,Premium,12/26/2021,,Active
S714,U13622,Basic,4/15/2022,10/1/2024,Cancelled
S715,U46022,Standard,10/15/2022,8/27/2023,Cancelled
S716,U49486,Basic,6/23/2024,,Active
S717,U14016,Basic,1/31/2023,5/11/2025,Expired
S718,U47567,Basic,7/4/2025,10/20/2025,Cancelled
S719,U38398,Premium,9/5/2024,,Active
S720,U4946,Basic,11/11/2022,,Active
S721,U45379,Standard,10/6/2020,5/5/2024,Cancelled
S722,U38285,Standard,3/30/2021,,Active
S723,U41812,Standard,6/17/2021,,Active
S724,U29108,Standard,8/18/2022,7/27/2025,Cancelled
S725,U5363,Standard,12/26/2024,,Active
S726,U47863,Premium,11/3/2025,,Active
S727,U1061,Standard,5/3/2021,6/19/2022,Cancelled
S728,U29099,Standard,2/14/2020,,Active
S729,U14825,Premium,3/1/2025,11/12/2025,Expired
S730,U4012,Basic,7/1/2023,12/11/2025,Cancelled
S731,U11725,Basic,10/10/2021,12/7/2021,Cancelled
S732,U12098,Standard,1/17/2022,,Active
S733,U14226,Basic,12/31/2023,3/28/2024,Expired
S734,U20424,Basic,11/4/2020,,Active
S735,U5182,Standard,3/6/2023,12/19/2025,Expired
S736,U23294,Premium,11/3/2025,11/14/2025,Cancelled
S737,U27704,Basic,2/16/2021,,Active
S738,U46070,Basic,4/11/2020,6/24/2021,Cancelled
S739,U38800,Premium,6/15/2020,9/25/2023,Cancelled
S740,U34143,Basic,10/5/2023,,Active
S741,U6073,Basic,10/12/2024,3/15/2025,Cancelled
S742,U39519,Standard,3/11/2025,10/25/2025,Expired
S743,U13876,Basic,4/27/2020,,Active
S744,U28509,Standard,6/18/2025,9/21/2025,Cancelled
S745,U575,Basic,8/27/2021,2/4/2023,Cancelled
S746,U8915,Premium,12/20/2020,,Active
S747,U30756,Basic,6/16/2023,,Active
S748,U3061,Basic,5/6/2025,9/19/2025,Cancelled
S749,U19763,Standard,4/15/2022,,Active
S750,U2077,Standard,12/9/2024,3/31/2025,Expired
S751,U48021,Standard,7/31/2021,8/3/2021,Expired
S752,U30292,Basic,8/29/2021,12/2/2023,Cancelled
S753,U17741,Basic,6/12/2020,11/23/2024,Expired
S754,U29081,Standard,12/2/2024,,Active
S755,U1752,Basic,12/9/2022,,Active
S756,U6481,Standard,2/6/2022,8/19/2024,Cancelled
S757,U20297,Basic,5/23/2020,,Active
S758,U6587,Basic,12/10/2024,10/25/2025,Cancelled
S759,U1449,Standard,12/9/2023,7/10/2025,Expired
S760,U29002,Standard,11/15/2025,1/15/2026,Cancelled
S761,U4704,Premium,6/9/2025,7/3/2025,Cancelled
S762,U37579,Premium,10/2/2021,4/2/2022,Cancelled
S763,U11061,Standard,2/23/2024,,Active
S764,U8401,Standard,11/17/2023,8/16/2024,Expired
S765,U39145,Standard,1/21/2022,,Active
S766,U1844,Basic,11/22/2024,6/1/2025,Cancelled
S767,U12502,Premium,1/20/2023,,Active
S768,U36374,Basic,3/10/2023,8/24/2023,Cancelled
S769,U2292,Basic,10/30/2020,,Active
S770,U12358,Basic,4/25/2025,,Active
S771,U33031,Standard,5/17/2020,9/25/2025,Cancelled
S772,U26322,Premium,1/19/2021,,Active
S773,U6870,Standard,3/7/2022,10/17/2024,Expired
S774,U43982,Premium,2/15/2025,6/9/2025,Cancelled
S775,U31088,Basic,8/18/2020,10/5/2020,Expired
S776,U18589,Premium,1/5/2021,,Active
S777,U551,Premium,10/5/2023,,Active
S778,U8428,Premium,2/10/2021,1/18/2023,Cancelled
S779,U7397,Basic,3/25/2023,,Active
S780,U19669,Basic,8/31/2021,,Active
S781,U38466,Basic,9/13/2020,,Active
S782,U27601,Standard,12/23/2024,3/25/2025,Cancelled
S783,U6368,Basic,9/30/2025,12/8/2025,Cancelled
S784,U15115,Standard,7/30/2021,,Active
S785,U7693,Standard,2/12/2025,,Active
S786,U645,Standard,9/4/2025,,Active
S787,U5049,Basic,5/30/2022,6/11/2022,Cancelled
S788,U39759,Standard,10/21/2022,7/10/2023,Cancelled
S789,U20098,Basic,9/30/2024,,Active
S790,U10278,Standard,2/5/2022,3/15/2024,Expired
S791,U5907,Standard,1/16/2024,,Active
S792,U32699,Standard,10/18/2020,1/3/2025,Cancelled
S793,U23091,Standard,4/13/2020,,Active
S794,U42975,Standard,3/9/2022,6/23/2025,Cancelled
S795,U6123,Standard,2/3/2020,,Active
S796,U6886,Standard,4/3/2023,,Active
S797,U43279,Standard,7/23/2022,12/21/2022,Cancelled
S798,U17397,Premium,7/26/2023,,Active
S799,U43056,Premium,3/14/2023,,Active
S800,U17686,Standard,10/1/2024,1/2/2025,Expired
S801,U40445,Premium,10/17/2022,7/12/2025,Cancelled
S802,U5843,Standard,11/20/2024,12/14/2025,Expired
S803,U48113,Premium,4/28/2022,6/23/2022,Expired
S804,U24710,Standard,7/15/2021,12/14/2021,Expired
S805,U18152,Basic,2/20/2022,8/4/2025,Expired
S806,U12695,Standard,12/28/2020,7/21/2024,Cancelled
S807,U42969,Basic,2/22/2024,,Active
S808,U37198,Basic,1/5/2020,7/30/2025,Cancelled
S809,U36791,Basic,2/25/2022,4/6/2025,Cancelled
S810,U34220,Standard,12/13/2025,12/25/2025,Cancelled
S811,U18815,Basic,5/27/2020,12/12/2024,Expired
S812,U39319,Basic,7/22/2023,,Active
S813,U32735,Premium,1/19/2025,8/8/2025,Cancelled
S814,U38115,Standard,6/14/2020,7/22/2024,Cancelled
S815,U1662,Standard,8/4/2025,11/15/2025,Cancelled
S816,U23374,Basic,7/18/2024,8/16/2025,Cancelled
S817,U35771,Standard,8/4/2024,,Active
S818,U9432,Basic,8/22/2025,9/17/2025,Cancelled
S819,U36349,Basic,3/10/2021,11/5/2021,Cancelled
S820,U35039,Basic,11/14/2020,4/18/2023,Cancelled
S821,U8196,Basic,11/22/2025,1/7/2026,Expired
S822,U6159,Standard,3/31/2021,11/30/2021,Cancelled
S823,U7067,Standard,12/17/2022,,Active
S824,U10211,Premium,2/7/2023,,Active
S825,U22575,Premium,5/28/2020,12/24/2022,Cancelled
S826,U21151,Standard,1/10/2022,4/18/2025,Cancelled
S827,U4332,Basic,1/19/2025,3/2/2025,Cancelled
S828,U37039,Basic,5/10/2021,9/29/2022,Cancelled
S829,U29973,Standard,8/24/2021,8/16/2023,Expired
S830,U8509,Premium,4/27/2024,10/17/2024,Cancelled
S831,U49741,Premium,12/28/2023,1/6/2026,Expired
S832,U24085,Standard,7/25/2024,,Active
S833,U22173,Standard,1/25/2024,9/2/2025,Cancelled
S834,U39927,Standard,12/13/2023,9/23/2024,Cancelled
S835,U35960,Standard,6/11/2021,,Active
S836,U49053,Basic,11/18/2020,8/30/2021,Cancelled
S837,U1609,Premium,9/23/2021,,Active
S838,U47779,Basic,5/15/2023,,Active
S839,U27735,Standard,1/6/2021,2/9/2022,Expired
S840,U47527,Basic,3/9/2021,,Active
S841,U17854,Standard,8/12/2025,,Active
S842,U10929,Premium,6/13/2021,11/12/2023,Cancelled
S843,U6857,Basic,11/23/2025,12/6/2025,Cancelled
S844,U1573,Standard,8/24/2024,8/30/2024,Expired
S845,U2592,Basic,3/27/2025,12/19/2025,Cancelled
S846,U22473,Basic,3/8/2025,3/24/2025,Expired
S847,U26449,Standard,10/4/2025,,Active
S848,U36639,Standard,4/7/2020,6/9/2023,Expired
S849,U26333,Standard,9/10/2020,7/16/2021,Cancelled
S850,U4921,Basic,6/30/2020,,Active
S851,U46876,Basic,6/13/2023,3/9/2025,Expired
S852,U29980,Basic,9/4/2024,1/1/2026,Expired
S853,U30534,Basic,2/11/2021,7/29/2022,Cancelled
S854,U18651,Standard,5/7/2023,1/30/2024,Cancelled
S855,U19096,Standard,12/8/2021,4/5/2022,Expired
S856,U27833,Standard,2/20/2020,,Active
S857,U46937,Standard,6/14/2024,,Active
S858,U9337,Standard,1/10/2025,3/18/2025,Cancelled
S859,U39159,Standard,1/15/2026,,Active
S860,U33335,Basic,3/14/2025,5/4/2025,Cancelled
S861,U25231,Standard,10/15/2020,2/26/2025,Cancelled
S862,U1686,Standard,11/29/2022,7/27/2024,Cancelled
S863,U11256,Standard,6/19/2020,7/13/2020,Expired
S864,U40599,Standard,7/29/2021,,Active
S865,U45903,Standard,8/26/2023,3/16/2025,Expired
S866,U48524,Standard,1/14/2025,2/16/2025,Cancelled
S867,U45674,Basic,12/23/2025,1/4/2026,Expired
S868,U47571,Standard,2/3/2025,11/23/2025,Cancelled
S869,U45569,Standard,5/2/2023,1/15/2025,Expired
S870,U6223,Basic,4/13/2023,2/8/2024,Cancelled
S871,U23458,Basic,3/23/2020,,Active
S872,U7061,Standard,11/24/2025,1/9/2026,Expired
S873,U25499,Basic,7/11/2025,9/15/2025,Cancelled
S874,U35402,Standard,1/20/2025,3/10/2025,Expired
S875,U20112,Standard,4/20/2022,1/9/2025,Cancelled
S876,U1858,Premium,9/12/2025,,Active
S877,U31480,Standard,3/25/2024,,Active
S878,U29031,Standard,4/4/2025,,Active
S879,U7754,Premium,12/25/2022,6/21/2025,Cancelled
S880,U36110,Basic,10/6/2025,,Active
S881,U32711,Standard,8/2/2024,,Active
S882,U24559,Basic,4/25/2020,,Active
S883,U25680,Premium,10/24/2022,,Active
S884,U18038,Basic,2/2/2024,4/26/2024,Cancelled
S885,U29197,Premium,1/14/2022,,Active
S886,U43216,Standard,7/21/2025,7/29/2025,Expired
S887,U16534,Basic,9/3/2024,9/24/2024,Cancelled
S888,U7039,Standard,10/24/2025,,Active
S889,U20403,Premium,4/20/2020,,Active
S890,U18595,Standard,3/1/2022,,Active
S891,U8082,Standard,1/20/2025,,Active
S892,U44983,Premium,6/27/2021,5/5/2025,Cancelled
S893,U19888,Standard,10/19/2020,11/11/2023,Cancelled
S894,U7687,Standard,7/27/2020,,Active
S895,U9891,Standard,5/26/2024,7/26/2024,Cancelled
S896,U24531,Basic,5/28/2020,,Active
S897,U12810,Standard,4/5/2021,10/26/2021,Expired
S898,U8165,Basic,1/23/2024,,Active
S899,U40915,Standard,3/12/2025,,Active
S900,U37084,Premium,1/29/2023,11/9/2024,Expired
S901,U46114,Basic,12/11/2021,,Active
S902,U39138,Standard,11/2/2022,7/22/2024,Expired
S903,U48462,Standard,1/3/2023,2/28/2025,Cancelled
S904,U22741,Basic,8/12/2021,2/15/2022,Cancelled
S905,U47157,Premium,2/24/2021,,Active
S906,U33586,Basic,2/19/2021,4/27/2025,Cancelled
S907,U27601,Premium,12/27/2023,,Active
S908,U1222,Basic,2/7/2022,8/15/2025,Cancelled
S909,U3058,Standard,2/18/2024,,Active
S910,U35579,Premium,11/19/2021,,Active
S911,U11400,Basic,4/19/2020,1/8/2023,Cancelled
S912,U35503,Premium,5/7/2022,2/19/2025,Cancelled
S913,U12429,Premium,8/31/2024,4/19/2025,Cancelled
S914,U7541,Basic,8/23/2021,,Active
S915,U47488,Standard,3/4/2023,6/14/2024,Cancelled
S916,U38512,Basic,3/2/2021,,Active
S917,U23607,Basic,5/13/2024,,Active
S918,U26389,Basic,3/12/2025,6/6/2025,Cancelled
S919,U35071,Standard,7/26/2020,5/12/2025,Cancelled
S920,U14785,Standard,7/9/2020,,Active
S921,U10234,Standard,7/4/2024,9/8/2024,Cancelled
S922,U3588,Premium,3/15/2022,11/1/2024,Cancelled
S923,U47547,Premium,2/18/2022,,Active
S924,U35013,Standard,9/20/2024,,Active
S925,U48808,Premium,8/3/2020,5/24/2023,Expired
S926,U23684,Premium,2/19/2022,3/11/2023,Expired
S927,U49328,Basic,4/4/2025,,Active
S928,U4320,Standard,11/21/2024,,Active
S929,U13820,Basic,9/9/2020,,Active
S930,U5079,Basic,5/14/2023,8/11/2023,Cancelled
S931,U4795,Standard,3/17/2024,,Active
S932,U40877,Basic,3/25/2022,8/14/2023,Cancelled
S933,U44238,Standard,9/2/2024,,Active
S934,U16023,Premium,11/15/2024,,Active
S935,U10048,Basic,1/17/2021,1/27/2022,Expired
S936,U38097,Standard,12/17/2020,2/16/2025,Expired
S937,U17330,Standard,11/23/2022,,Active
S938,U4622,Standard,7/17/2023,,Active
S939,U141,Basic,2/12/2022,,Active
S940,U26569,Standard,6/20/2025,,Active
S941,U10687,Standard,1/15/2025,,Active
S942,U49624,Standard,11/24/2023,,Active
S943,U31876,Premium,6/28/2024,,Active
S944,U13476,Basic,9/4/2023,5/2/2025,Cancelled
S945,U20034,Standard,4/28/2021,2/8/2025,Cancelled
S946,U38093,Premium,3/15/2022,,Active
S947,U18052,Standard,9/15/2022,6/30/2023,Expired
S948,U15032,Standard,3/29/2022,8/13/2024,Expired
S949,U31892,Basic,11/2/2021,10/11/2025,Expired
S950,U1440,Basic,1/20/2022,9/28/2025,Cancelled
S951,U52,Premium,5/25/2025,,Active
S952,U15738,Standard,7/6/2022,12/15/2022,Cancelled
S953,U39655,Standard,6/14/2020,7/31/2020,Cancelled
S954,U8804,Standard,1/27/2024,1/27/2024,Cancelled
S955,U6699,Basic,6/28/2021,,Active
S956,U40724,Basic,4/22/2024,,Active
S957,U41190,Standard,6/25/2022,,Active
S958,U16,Basic,6/30/2021,12/27/2022,Cancelled
S959,U22544,Basic,7/6/2024,11/7/2024,Expired
S960,U3167,Standard,2/6/2020,8/14/2024,Cancelled
S961,U39157,Standard,1/3/2020,1/9/2021,Cancelled
S962,U33931,Standard,4/2/2023,,Active
S963,U26442,Premium,11/11/2022,11/11/2023,Cancelled
S964,U369,Basic,2/23/2021,11/9/2022,Cancelled
S965,U28155,Standard,1/13/2021,7/20/2023,Cancelled
S966,U19927,Basic,10/1/2020,10/2/2021,Expired
S967,U29532,Basic,7/3/2020,7/14/2025,Expired
S968,U8411,Premium,7/24/2022,10/16/2023,Cancelled
S969,U3736,Standard,6/14/2024,7/26/2025,Cancelled
S970,U43473,Standard,9/21/2025,12/23/2025,Cancelled
S971,U27281,Standard,8/31/2024,,Active
S972,U15452,Standard,7/3/2022,1/3/2023,Cancelled
S973,U45671,Basic,5/13/2024,6/2/2025,Expired
S974,U22399,Standard,4/13/2020,3/8/2025,Cancelled
S975,U44841,Premium,1/27/2023,1/2/2024,Cancelled
S976,U44208,Standard,7/24/2023,10/23/2024,Expired
S977,U4354,Standard,2/12/2020,2/11/2022,Cancelled
S978,U7993,Premium,4/30/2020,,Active
S979,U14386,Basic,9/18/2022,7/11/2023,Cancelled
S980,U12121,Standard,3/24/2022,8/1/2023,Cancelled
S981,U33607,Basic,10/1/2024,,Active
S982,U34868,Premium,9/5/2025,10/28/2025,Cancelled
S983,U14540,Basic,4/27/2020,10/26/2022,Cancelled
S984,U15301,Basic,8/3/2022,,Active
S985,U10551,Standard,11/22/2021,,Active
S986,U35332,Standard,6/15/2025,,Active
S987,U28767,Basic,1/19/2021,2/15/2025,Cancelled
S988,U43369,Basic,11/9/2024,,Active
S989,U23061,Standard,8/17/2020,5/21/2023,Cancelled
S990,U47697,Standard,3/13/2023,,Active
S991,U23771,Basic,12/12/2023,2/11/2024,Expired
S992,U10523,Premium,9/19/2023,3/19/2025,Expired
